,ID,FolderName,PlantNumber,Side,Start,End,RootVolume,Genotype,Stage,WasSegmented,ImageSegments,Width
186,ID_467038_Nqf1lb,L5l1h3kekg,2,R,40,47,2.5,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_467038_Nqf1lb.png,977
187,ID_805678_Um0fgy,Puya1uaaln,5,L,26,42,3.8,TMEB419,Early,False,merged_images\train\ID_805678_Um0fgy.png,933
188,ID_945384_D2zruc,Miny0c252a,1,R,28,35,2.5,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_945384_D2zruc.png,976
189,ID_336490_Bums0z,Lsdgz02kdp,1,R,17,27,2.1,TMEB693,Early,False,merged_images\train\ID_336490_Bums0z.png,1035
190,ID_715148_B79wid,F1p0lhe1ij,2,R,30,37,2.3,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_715148_B79wid.png,35
191,ID_352618_Bkgck9,F5lrpuuq8q,4,R,23,31,6.3,IBA980581,Early,False,merged_images\train\ID_352618_Bkgck9.png,1001
192,ID_258788_Bsotub,Xrrcqvdbkw,6,R,27,36,2.2,IBA154810,Early,False,merged_images\train\ID_258788_Bsotub.png,44
193,ID_919400_Gdvbfj,F5lrpuuq8q,5,R,23,31,2.3,IBA980581,Early,False,merged_images\train\ID_919400_Gdvbfj.png,1001
194,ID_920387_Xgva6e,Dhfwcg1uj2,4,L,20,32,3.1,IBA154810,Early,False,merged_images\train\ID_920387_Xgva6e.png,967
195,ID_218181_Znuc4o,Ubgsvkns3h,6,R,17,26,0.15,IKN130010,Early,False,merged_images\train\ID_218181_Znuc4o.png,34
196,ID_360463_P9hx91,J0zdanvgrq,5,L,10,20,2.9,TMEB693,Late,False,merged_images\train\ID_360463_P9hx91.png,78
197,ID_322158_S6zaav,Cex3glsnzv,4,L,40,47,0.8,DIXON,Early,False,merged_images\train\ID_322158_S6zaav.png,982
198,ID_410473_Jw3xrp,Nrse2plksd,5,R,25,35,0.8,TMEB693,Early,False,merged_images\train\ID_410473_Jw3xrp.png,984
199,ID_252955_Sbkenf,Tbhppxjkvr,6,L,22,31,1.9,IBA980581,Early,False,merged_images\train\ID_252955_Sbkenf.png,1002
200,ID_635510_Owmilz,Mskdmpitqk,6,R,27,36,1.7,TMEB419,Early,False,merged_images\train\ID_635510_Owmilz.png,38
201,ID_696696_Zi3xpb,Lsdgz02kdp,3,R,17,27,0.8,TMEB693,Early,False,merged_images\train\ID_696696_Zi3xpb.png,1035
202,ID_553304_Oevhga,Bb02c5k7wm,3,L,22,31,1.3,TMEB693,Early,False,merged_images\train\ID_553304_Oevhga.png,928
203,ID_398135_Rfvny0,V6awcupt6m,3,L,34,41,2.3,TMEB693,Early,False,merged_images\train\ID_398135_Rfvny0.png,26
204,ID_229271_Lu8wjw,Xdi1ipcemf,3,L,21,28,4.2,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_229271_Lu8wjw.png,37
205,ID_508953_I9a4sr,H9lomh5fxk,4,L,40,50,1.7,TMEB419,Early,False,merged_images\train\ID_508953_I9a4sr.png,26
206,ID_571092_My8cmf,Efaiye0hmy,5,R,20,30,1.4,IBA980581,Early,False,merged_images\train\ID_571092_My8cmf.png,62
207,ID_676787_Ggdmoz,Toaefqwoli,4,L,37,47,1.4,TMEB419,Early,False,merged_images\train\ID_676787_Ggdmoz.png,875
208,ID_723964_Ywt632,Pucqtyga9u,6,L,30,40,0.5,TMEB419,Early,False,merged_images\train\ID_723964_Ywt632.png,899
209,ID_515421_Gwmjch,Ot13d4nq6t,6,L,41,50,0.8,DIXON,Early,False,merged_images\train\ID_515421_Gwmjch.png,935
210,ID_321332_Jptlgu,Pw4ytibfql,4,R,28,35,1.5,TMEB419,Early,False,merged_images\train\ID_321332_Jptlgu.png,26
211,ID_648472_Eemzrc,Miny0c252a,3,R,28,35,1.3,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_648472_Eemzrc.png,976
212,ID_289209_Svhhys,Jrem9eo37e,5,R,23,41,2.2,IBA154810,Early,False,merged_images\train\ID_289209_Svhhys.png,885
213,ID_695942_B3yk9p,Mpmvh2mgm3,5,R,24,38,4.9,TMEB419,Early,False,merged_images\train\ID_695942_B3yk9p.png,1028
214,ID_596196_Bc1mep,Up8aqujy0s,3,L,29,40,3.1,IBA154810,Early,False,merged_images\train\ID_596196_Bc1mep.png,955
215,ID_794496_Oete9q,Up8aqujy0s,2,L,29,40,4.9,IBA154810,Early,False,merged_images\train\ID_794496_Oete9q.png,955
216,ID_347154_Yy34th,Dz9lpsl9ae,3,R,45,50,1.4,TMEB419,Early,False,merged_images\train\ID_347154_Yy34th.png,43
217,ID_834002_Jhc8iv,A2miww5mfx,2,L,10,23,4.2,IITA-TMS-IBA000070,Late,False,merged_images\train\ID_834002_Jhc8iv.png,162
218,ID_925888_H532kw,Up8aqujy0s,2,R,25,33,1.7,IBA154810,Early,False,merged_images\train\ID_925888_H532kw.png,70
219,ID_188457_Hmxnza,Mskdmpitqk,5,L,21,36,1.4,TMEB419,Early,False,merged_images\train\ID_188457_Hmxnza.png,83
220,ID_413602_Qw1lqp,Kjvcz6bjfj,6,L,24,36,3.3,IBA980581,Early,False,merged_images\train\ID_413602_Qw1lqp.png,938
221,ID_862682_Lypcug,A6dzrkjqvl,6,L,33,42,0.1,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_862682_Lypcug.png,908
222,ID_192460_Svipuz,Ifqbqqrika,6,R,20,25,1.4,TMEB693,Early,False,merged_images\train\ID_192460_Svipuz.png,908
223,ID_677828_Vrcdwa,Xdi1ipcemf,3,R,32,38,3.8,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_677828_Vrcdwa.png,978
224,ID_333842_C2uq6i,Cex3glsnzv,3,L,40,47,0.8,DIXON,Early,False,merged_images\train\ID_333842_C2uq6i.png,982
225,ID_592091_Zv1yr1,Kjvcz6bjfj,2,R,26,39,3.3,IBA980581,Early,False,merged_images\train\ID_592091_Zv1yr1.png,23
226,ID_834189_Vlamc8,Hzapvbcfm8,2,L,19,35,0.75,IBA154810,Early,False,merged_images\train\ID_834189_Vlamc8.png,943
227,ID_606851_Eqs9td,Vinlgebupo,4,L,23,29,0.8,IBA980581,Early,False,merged_images\train\ID_606851_Eqs9td.png,849
228,ID_874879_Ghp3rr,Yznlv6wrsh,3,R,45,53,1.4,DIXON,Early,False,merged_images\train\ID_874879_Ghp3rr.png,912
229,ID_936141_Ejgfge,Qhqftdiz4q,5,L,28,38,2.3,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_936141_Ejgfge.png,47
230,ID_378076_Nrudei,Lzkaccojep,4,R,16,25,6.2,TMEB419,Early,False,merged_images\train\ID_378076_Nrudei.png,976
231,ID_455077_Fdecx1,Rxxe9bh6qn,6,L,31,40,0.8,IBA980581,Early,False,merged_images\train\ID_455077_Fdecx1.png,963
232,ID_968546_Odnars,Ifqbqqrika,5,L,26,32,0.3,TMEB693,Early,False,merged_images\train\ID_968546_Odnars.png,913
233,ID_840378_Tsgipd,Q4uyruus4j,4,L,33,45,2.8,IBA980581,Early,False,merged_images\train\ID_840378_Tsgipd.png,23
234,ID_441775_Meft8t,L5l1h3kekg,4,R,40,47,1.4,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_441775_Meft8t.png,977
235,ID_780516_Qapi7e,Lwuwokuhrf,3,L,25,40,5.8,TMEB419,Early,False,merged_images\train\ID_780516_Qapi7e.png,978
236,ID_534972_G3uqjv,Hzapvbcfm8,6,L,19,35,1.7,IBA154810,Early,False,merged_images\train\ID_534972_G3uqjv.png,943
237,ID_438041_Ccgrlo,Puya1uaaln,5,R,16,37,0.8,TMEB419,Early,False,merged_images\train\ID_438041_Ccgrlo.png,37
238,ID_172124_Tegada,Jrem9eo37e,2,L,29,36,2.1,IBA154810,Early,False,merged_images\train\ID_172124_Tegada.png,907
239,ID_902568_H7rugg,Nrse2plksd,3,L,19,30,0.8,TMEB693,Early,False,merged_images\train\ID_902568_H7rugg.png,40
240,ID_717965_Ps4xjq,Ypktwvqjbn,3,L,33,41,1.5,IBA154810,Early,False,merged_images\train\ID_717965_Ps4xjq.png,951
241,ID_643743_Vofy0n,Sauopakhvn,3,R,21,45,3.5,TMEB419,Early,False,merged_images\train\ID_643743_Vofy0n.png,1104
242,ID_624313_Mahwp7,H9lomh5fxk,3,L,40,50,0.8,TMEB419,Early,False,merged_images\train\ID_624313_Mahwp7.png,26
243,ID_302485_Lrml8f,Q91mym9ev4,5,L,22,33,1.7,TMEB693,Early,False,merged_images\train\ID_302485_Lrml8f.png,28
244,ID_117194_Z3xwja,Xrrcqvdbkw,4,R,27,36,3.8,IBA154810,Early,False,merged_images\train\ID_117194_Z3xwja.png,44
245,ID_415986_Vzh4h9,Q4uyruus4j,6,L,33,45,1.5,IBA980581,Early,False,merged_images\train\ID_415986_Vzh4h9.png,23
246,ID_219723_Urg3bc,Puya1uaaln,6,R,16,37,2.1,TMEB419,Early,False,merged_images\train\ID_219723_Urg3bc.png,37
247,ID_532248_Ciqsii,Nrse2plksd,4,L,19,30,2.5,TMEB693,Early,False,merged_images\train\ID_532248_Ciqsii.png,40
248,ID_891590_Kvyxwd,Ntqusw7xpb,5,R,37,46,3.5,TMEB419,Early,False,merged_images\train\ID_891590_Kvyxwd.png,1030
249,ID_849674_Eal3zo,Mpmvh2mgm3,6,L,32,40,4.9,TMEB419,Early,False,merged_images\train\ID_849674_Eal3zo.png,1030
250,ID_989244_Vl166b,Gawaekzxou,2,L,10,22,2.6,TMEB419,Late,False,merged_images\train\ID_989244_Vl166b.png,148
251,ID_607500_V2uzg1,Hc3b9gicdo,7,L,37,45,1.9,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_607500_V2uzg1.png,978
252,ID_651873_Swew3v,Ifqbqqrika,4,R,20,25,0.4,TMEB693,Early,False,merged_images\train\ID_651873_Swew3v.png,908
253,ID_696498_Kmv3tj,Lnkljfdtgh,1,R,23,43,2.9,IBA980581,Early,False,merged_images\train\ID_696498_Kmv3tj.png,106
254,ID_675873_Xxholo,Jtcfkuovxk,3,R,28,45,2.1,TMEB693,Early,False,merged_images\train\ID_675873_Xxholo.png,966
255,ID_273699_Sfshmj,Bs8ueatyis,5,L,33,42,0.2,TMEB693,Early,False,merged_images\train\ID_273699_Sfshmj.png,1019
256,ID_473931_A7uktd,Pctl4tyb9l,3,L,46,53,0.8,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_473931_A7uktd.png,937
257,ID_155623_Imbwek,Kjvcz6bjfj,5,L,24,36,2.3,IBA980581,Early,False,merged_images\train\ID_155623_Imbwek.png,938
258,ID_774461_Njabwt,S11rphogci,3,L,20,34,1.7,IBA154810,Early,False,merged_images\train\ID_774461_Njabwt.png,1009
259,ID_816451_Ihxfw8,Zbjyzgqwtu,4,L,22,30,0.8,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_816451_Ihxfw8.png,996
260,ID_884849_Bmtyoy,Pfp24vx905,3,R,27,34,1.7,TMEB419,Early,False,merged_images\train\ID_884849_Bmtyoy.png,1022
261,ID_695272_Uayixd,Miny0c252a,5,R,28,35,1.7,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_695272_Uayixd.png,976
262,ID_557942_Vj7t89,Bs8ueatyis,4,L,33,42,0.7,TMEB693,Early,False,merged_images\train\ID_557942_Vj7t89.png,1019
263,ID_622884_R2ybkc,Lsdgz02kdp,5,L,29,40,0.8,TMEB693,Early,False,merged_images\train\ID_622884_R2ybkc.png,1027
264,ID_776620_Lnlqu2,Sauopakhvn,4,L,19,40,0.5,TMEB419,Early,False,merged_images\train\ID_776620_Lnlqu2.png,1035
265,ID_853674_Bme8ct,B5myqsh1wi,3,R,26,35,0.0,TMEB419,Early,False,merged_images\train\ID_853674_Bme8ct.png,880
266,ID_469998_Ujd7fd,Tbhppxjkvr,5,R,16,24,2.9,IBA980581,Early,False,merged_images\train\ID_469998_Ujd7fd.png,988
267,ID_473579_Qyszun,V6awcupt6m,3,R,28,39,0.8,TMEB693,Early,False,merged_images\train\ID_473579_Qyszun.png,1008
268,ID_344415_Yq8a1o,Rzyf8hal4j,6,L,32,40,1.4,IBA154810,Early,False,merged_images\train\ID_344415_Yq8a1o.png,33
269,ID_700742_Mn3cha,Cvdxhjziab,3,L,10,23,5.9,IITA-TMS-IBA000070,Late,False,merged_images\train\ID_700742_Mn3cha.png,154
270,ID_910467_Lvx1ds,V6awcupt6m,2,R,28,39,0.2,TMEB693,Early,False,merged_images\train\ID_910467_Lvx1ds.png,1008
271,ID_990602_Nvmm63,Pucqtyga9u,2,L,30,40,1.5,TMEB419,Early,False,merged_images\train\ID_990602_Nvmm63.png,899
272,ID_831193_Ey2b8z,S11rphogci,2,R,25,35,2.1,IBA154810,Early,False,merged_images\train\ID_831193_Ey2b8z.png,59
273,ID_276142_T0pxsx,Vlqr6qhbqk,4,R,32,40,0.8,IBA154810,Early,False,merged_images\train\ID_276142_T0pxsx.png,33
274,ID_602978_Radio2,Yznlv6wrsh,4,R,45,53,1.5,DIXON,Early,False,merged_images\train\ID_602978_Radio2.png,912
275,ID_711770_G0ngy3,Tbhppxjkvr,7,L,22,31,2.3,IBA980581,Early,False,merged_images\train\ID_711770_G0ngy3.png,1002
276,ID_307257_Kzg6ft,Ph2ti2sjzu,2,L,22,35,0.0,IBA980581,Early,False,merged_images\train\ID_307257_Kzg6ft.png,943
277,ID_366141_F1cfzq,S11rphogci,4,R,25,35,0.9,IBA154810,Early,False,merged_images\train\ID_366141_F1cfzq.png,59
278,ID_872906_Rkqbkw,Kjvcz6bjfj,2,L,24,36,2.3,IBA980581,Early,False,merged_images\train\ID_872906_Rkqbkw.png,938
279,ID_660348_Duhci3,Ah4ubi4ggi,6,L,42,49,11.0,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_660348_Duhci3.png,903
280,ID_246628_Hvqjjx,Wgutyon8uu,4,L,18,45,2.2,TMEB419,Early,False,merged_images\train\ID_246628_Hvqjjx.png,26
281,ID_217660_Vly1am,Ifqbqqrika,2,R,20,25,0.8,TMEB693,Early,False,merged_images\train\ID_217660_Vly1am.png,908
282,ID_171046_Qj2ln4,Efaiye0hmy,4,R,20,30,2.8,IBA980581,Early,False,merged_images\train\ID_171046_Qj2ln4.png,62
283,ID_292232_Xpdtdg,Up8aqujy0s,5,R,25,33,3.1,IBA154810,Early,False,merged_images\train\ID_292232_Xpdtdg.png,70
284,ID_616877_Zht9zp,Rzyf8hal4j,4,R,38,47,1.8,IBA154810,Early,False,merged_images\train\ID_616877_Zht9zp.png,955
285,ID_401211_Cni840,Ifqbqqrika,4,L,26,32,0.4,TMEB693,Early,False,merged_images\train\ID_401211_Cni840.png,913
286,ID_750020_Djqltk,Ceibvxd51g,5,R,37,45,0.1,DIXON,Early,False,merged_images\train\ID_750020_Djqltk.png,22
287,ID_237743_L8ggys,Vlqr6qhbqk,1,R,32,40,1.7,IBA154810,Early,False,merged_images\train\ID_237743_L8ggys.png,33
288,ID_895560_Hx4nri,Pctl4tyb9l,2,L,46,53,2.9,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_895560_Hx4nri.png,937
289,ID_570572_Zjkhun,Miny0c252a,4,R,28,35,2.1,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_570572_Zjkhun.png,976
290,ID_867206_A2wc76,Pw4ytibfql,6,R,28,35,0.5,TMEB419,Early,False,merged_images\train\ID_867206_A2wc76.png,26
291,ID_683484_Yzlvbv,Yznlv6wrsh,5,R,45,53,0.4,DIXON,Early,False,merged_images\train\ID_683484_Yzlvbv.png,912
292,ID_760708_Etomqh,Jrem9eo37e,3,R,23,41,2.6,IBA154810,Early,False,merged_images\train\ID_760708_Etomqh.png,885
293,ID_556927_D0wlds,Ah4ubi4ggi,2,R,27,44,11.0,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_556927_D0wlds.png,62
294,ID_432147_Nburc1,Jrem9eo37e,3,L,29,36,2.2,IBA154810,Early,False,merged_images\train\ID_432147_Nburc1.png,907
295,ID_223701_Vhjywd,Qhqftdiz4q,3,R,49,60,2.3,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_223701_Vhjywd.png,899
296,ID_313517_Zkxwdf,Nto14cbfiw,3,L,10,21,3.5,IITA-TMS-IBA000070,Late,False,merged_images\train\ID_313517_Zkxwdf.png,136
297,ID_185638_Pvy4ka,Yjzw2bylox,2,R,23,40,0.9,TMEB693,Early,False,merged_images\train\ID_185638_Pvy4ka.png,1006
298,ID_707274_J1sbnt,Iuxzotmvrc,3,L,10,18,0.9,TMEB419,Late,False,merged_images\train\ID_707274_J1sbnt.png,110
299,ID_216190_Fevuwk,Mpmvh2mgm3,4,R,24,38,4.8,TMEB419,Early,False,merged_images\train\ID_216190_Fevuwk.png,1028
300,ID_377344_W7fzf6,Ubgsvkns3h,4,R,17,26,0.65,IKN130010,Early,False,merged_images\train\ID_377344_W7fzf6.png,34
301,ID_217529_Oh69wg,Me1ufzzcxk,1,R,23,32,2.6,TMEB419,Early,False,merged_images\train\ID_217529_Oh69wg.png,947
302,ID_794803_Tvlbyb,Rxxe9bh6qn,7,L,31,40,0.01,IBA980581,Early,False,merged_images\train\ID_794803_Tvlbyb.png,963
303,ID_320320_Gtiu4o,Kjvcz6bjfj,6,R,26,39,2.3,IBA980581,Early,False,merged_images\train\ID_320320_Gtiu4o.png,23
304,ID_598272_Axnwor,B8x7mhxe6z,3,L,23,33,6.6,IBA154810,Early,False,merged_images\train\ID_598272_Axnwor.png,969
305,ID_601768_Jjlhig,Yznlv6wrsh,6,L,30,39,0.7,DIXON,Early,False,merged_images\train\ID_601768_Jjlhig.png,901
306,ID_603291_Cq9no2,Hzapvbcfm8,3,R,24,30,1.9,IBA154810,Early,False,merged_images\train\ID_603291_Cq9no2.png,938
307,ID_221122_Yzrwle,Tbhppxjkvr,4,L,22,31,2.3,IBA980581,Early,False,merged_images\train\ID_221122_Yzrwle.png,1002
308,ID_871801_Bshynx,Tbhppxjkvr,2,R,16,24,1.9,IBA980581,Early,False,merged_images\train\ID_871801_Bshynx.png,988
309,ID_294989_Jbkad9,B5myqsh1wi,6,R,26,35,0.3,TMEB419,Early,False,merged_images\train\ID_294989_Jbkad9.png,880
310,ID_860853_Vcry1q,Me1ufzzcxk,4,R,23,32,2.2,TMEB419,Early,False,merged_images\train\ID_860853_Vcry1q.png,947
311,ID_965999_Xywbc2,V6awcupt6m,4,L,34,41,2.1,TMEB693,Early,False,merged_images\train\ID_965999_Xywbc2.png,26
312,ID_269437_Dxgg4n,Dz9lpsl9ae,5,R,45,50,2.5,TMEB419,Early,False,merged_images\train\ID_269437_Dxgg4n.png,43
313,ID_534910_Ecsqtx,Me1ufzzcxk,3,R,23,32,3.5,TMEB419,Early,False,merged_images\train\ID_534910_Ecsqtx.png,947
314,ID_380636_W4jape,Ceibvxd51g,2,R,37,45,0.3,DIXON,Early,False,merged_images\train\ID_380636_W4jape.png,22
315,ID_944556_Oelb9j,Efaiye0hmy,2,R,20,30,3.8,IBA980581,Early,False,merged_images\train\ID_944556_Oelb9j.png,62
316,ID_526238_Ktqxuh,Up8aqujy0s,5,L,29,40,1.8,IBA154810,Early,False,merged_images\train\ID_526238_Ktqxuh.png,955
317,ID_754285_Xoi0da,Pw4ytibfql,2,L,25,32,0.5,TMEB419,Early,False,merged_images\train\ID_754285_Xoi0da.png,956
318,ID_122219_Xdopq7,Sauopakhvn,5,L,19,40,3.5,TMEB419,Early,False,merged_images\train\ID_122219_Xdopq7.png,1035
319,ID_672578_Nifv71,Kjvcz6bjfj,3,L,24,36,0.2,IBA980581,Early,False,merged_images\train\ID_672578_Nifv71.png,938
320,ID_747419_Zihzns,F1p0lhe1ij,4,R,30,37,2.1,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_747419_Zihzns.png,35
321,ID_375653_V9hmsh,Rxxe9bh6qn,4,L,31,40,0.01,IBA980581,Early,False,merged_images\train\ID_375653_V9hmsh.png,963
322,ID_155140_Uzajyt,Bb02c5k7wm,5,L,22,31,0.9,TMEB693,Early,False,merged_images\train\ID_155140_Uzajyt.png,928
323,ID_969350_G9jqgp,Izbgyxre0g,4,L,24,37,1.3,IBA154810,Early,False,merged_images\train\ID_969350_G9jqgp.png,947
324,ID_103784_Oslxv3,Zbjyzgqwtu,7,L,22,30,1.4,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_103784_Oslxv3.png,996
325,ID_674519_Qg52cm,Jct834ckgh,5,L,19,27,0.8,TMEB693,Late,False,merged_images\train\ID_674519_Qg52cm.png,65
326,ID_726494_Kdje9g,Zbjyzgqwtu,3,L,22,30,1.8,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_726494_Kdje9g.png,996
327,ID_688192_Bdosyn,L8w7zu7wek,3,R,27,33,2.9,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_688192_Bdosyn.png,34
328,ID_335255_Hoxqui,Tbhppxjkvr,3,L,22,31,2.9,IBA980581,Early,False,merged_images\train\ID_335255_Hoxqui.png,1002
329,ID_271070_Fsmcir,Hc3b9gicdo,3,R,29,38,3.1,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_271070_Fsmcir.png,983
330,ID_441610_X5hyun,Hqcekwpxgu,6,R,30,39,6.2,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_441610_X5hyun.png,932
331,ID_310774_Ryvpjg,Oipmzygepq,3,R,32,39,3.1,TMEB693,Early,False,merged_images\train\ID_310774_Ryvpjg.png,1010
332,ID_592284_Rkc2ag,Zbjyzgqwtu,4,R,15,26,0.8,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_592284_Rkc2ag.png,1007
333,ID_338147_Olxxlj,Hqcekwpxgu,4,R,30,39,1.8,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_338147_Olxxlj.png,932
334,ID_901327_B7vh2y,Puya1uaaln,2,L,26,42,2.1,TMEB419,Early,False,merged_images\train\ID_901327_B7vh2y.png,933
335,ID_578787_J3kdih,Ehwtko5bvb,6,L,10,20,3.1,TMEB419,Late,False,merged_images\train\ID_578787_J3kdih.png,134
336,ID_994625_Ecahqu,Vinlgebupo,5,L,23,29,0.2,IBA980581,Early,False,merged_images\train\ID_994625_Ecahqu.png,849
337,ID_140387_Y10vsb,Q4uyruus4j,1,R,27,33,0.9,IBA980581,Early,False,merged_images\train\ID_140387_Y10vsb.png,58
338,ID_929269_Ocfjcp,F5lrpuuq8q,3,R,23,31,0.35,IBA980581,Early,False,merged_images\train\ID_929269_Ocfjcp.png,1001
339,ID_222209_H8gzo6,Pw4ytibfql,3,R,28,35,1.9,TMEB419,Early,False,merged_images\train\ID_222209_H8gzo6.png,26
340,ID_140116_E9j0px,Yznlv6wrsh,4,L,30,39,1.5,DIXON,Early,False,merged_images\train\ID_140116_E9j0px.png,901
341,ID_434761_Ypoghq,Dz9lpsl9ae,6,L,37,46,0.9,TMEB419,Early,False,merged_images\train\ID_434761_Ypoghq.png,862
342,ID_850721_Dg5twh,Jrem9eo37e,6,R,23,41,2.1,IBA154810,Early,False,merged_images\train\ID_850721_Dg5twh.png,885
343,ID_444311_Tvefbg,Ypktwvqjbn,5,L,33,41,1.7,IBA154810,Early,False,merged_images\train\ID_444311_Tvefbg.png,951
344,ID_467568_Bzuthn,Toaefqwoli,3,L,37,47,0.5,TMEB419,Early,False,merged_images\train\ID_467568_Bzuthn.png,875
345,ID_402245_Lg14mj,L5l1h3kekg,6,L,38,50,2.5,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_402245_Lg14mj.png,41
346,ID_376269_Whviji,Puya1uaaln,3,L,26,42,0.8,TMEB419,Early,False,merged_images\train\ID_376269_Whviji.png,933
347,ID_915339_Jjlwgz,Zbjyzgqwtu,1,R,15,26,1.4,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_915339_Jjlwgz.png,1007
348,ID_911139_Wxecsv,Zbjyzgqwtu,5,R,15,26,1.8,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_911139_Wxecsv.png,1007
349,ID_912912_Nz9us7,Ph2ti2sjzu,5,L,22,35,0.35,IBA980581,Early,False,merged_images\train\ID_912912_Nz9us7.png,943
350,ID_203893_Kiz2lt,Nrse2plksd,3,R,25,35,2.9,TMEB693,Early,False,merged_images\train\ID_203893_Kiz2lt.png,984
351,ID_157206_Vnoejp,Ot13d4nq6t,5,L,41,50,2.5,DIXON,Early,False,merged_images\train\ID_157206_Vnoejp.png,935
352,ID_716182_Xj4hl1,Nrse2plksd,4,R,25,35,2.5,TMEB693,Early,False,merged_images\train\ID_716182_Xj4hl1.png,984
353,ID_612325_Qhs3h2,Lnkljfdtgh,3,R,23,43,2.6,IBA980581,Early,False,merged_images\train\ID_612325_Qhs3h2.png,106
354,ID_450500_H3gltt,Ah4ubi4ggi,4,R,27,44,0.8,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_450500_H3gltt.png,62
355,ID_589812_X0qgof,Wgutyon8uu,4,R,23,37,2.2,TMEB419,Early,False,merged_images\train\ID_589812_X0qgof.png,1050
356,ID_396988_Ksuu8v,Rzyf8hal4j,3,R,38,47,1.4,IBA154810,Early,False,merged_images\train\ID_396988_Ksuu8v.png,955
357,ID_547506_Jqaluq,Hzapvbcfm8,5,L,19,35,1.9,IBA154810,Early,False,merged_images\train\ID_547506_Jqaluq.png,943
358,ID_675237_Ou93em,V6awcupt6m,4,R,28,39,2.1,TMEB693,Early,False,merged_images\train\ID_675237_Ou93em.png,1008
359,ID_116605_Dky8vk,Mylwjeq6tq,4,L,28,34,2.7,IBA980581,Early,False,merged_images\train\ID_116605_Dky8vk.png,995
360,ID_424534_Nhlm6w,Vinlgebupo,3,L,23,29,0.5,IBA980581,Early,False,merged_images\train\ID_424534_Nhlm6w.png,849
361,ID_210119_V1cauz,Mpmvh2mgm3,2,R,24,38,4.9,TMEB419,Early,False,merged_images\train\ID_210119_V1cauz.png,1028
362,ID_168517_Lb0hq7,Mrw7chmalv,3,R,30,43,0.9,IBA154810,Early,False,merged_images\train\ID_168517_Lb0hq7.png,910
363,ID_915357_Hfde1r,F1p0lhe1ij,3,R,30,37,2.1,IITA-TMS-IBA000070,Early,False,merged_images\train\ID_915357_Hfde1r.png,35
364,ID_808727_Xyfyts,P3om3dfa78,4,R,21,31,1.4,TMEB419,Early,False,merged_images\train\ID_808727_Xyfyts.png,61
365,ID_770667_Dphygt,Rzyf8hal4j,5,L,32,40,1.4,IBA154810,Early,False,merged_images\train\ID_770667_Dphygt.png,33
366,ID_361716_Sufszh,Bb02c5k7wm,2,L,22,31,1.8,TMEB693,Early,False,merged_images\train\ID_361716_Sufszh.png,928
367,ID_954111_Uvobg2,Rxxe9bh6qn,3,L,31,40,2.5,IBA980581,Early,False,merged_images\train\ID_954111_Uvobg2.png,963
368,ID_950979_Dsho0o,Ummqfuetoc,7,L,25,32,2.7,IBA980581,Early,False,merged_images\train\ID_950979_Dsho0o.png,993
369,ID_307722_Btzncs,Dhfwcg1uj2,4,R,20,32,3.1,IBA154810,Early,False,merged_images\train\ID_307722_Btzncs.png,57
370,ID_134641_Koib9h,Qinorm9cg3,2,L,16,24,0.4,IBA980581,Early,False,merged_images\train\ID_134641_Koib9h.png,38
371,ID_180664_Op8l7j,Pucqtyga9u,5,R,37,43,0.5,TMEB419,Early,False,merged_images\train\ID_180664_Op8l7j.png,905
372,ID_202049_Zpvt7u,S11rphogci,6,L,20,34,2.1,IBA154810,Early,False,merged_images\train\ID_202049_Zpvt7u.png,1009
373,ID_694646_Famnkr,Toaefqwoli,7,L,37,47,1.9,TMEB419,Early,False,merged_images\train\ID_694646_Famnkr.png,875
374,ID_424614_L8szj2,Q4uyruus4j,7,L,33,45,0.9,IBA980581,Early,False,merged_images\train\ID_424614_L8szj2.png,23
